year	session	type	session_title	n_participants
2020	1639085	Full Paper Panel	The Future of Political Islam: Behavior and Ideology	7
2020	1639114	Full Paper Panel	Comparative Historical Perspectives on the State of Democracy in Asia and Beyond	6
2020	1639155	Full Paper Panel	Mixed Regimes and the Limits of Political Legitimacy	7
2020	1639170	Full Paper Panel	Difference, Solidarity, and Redistribution in Twenty-First Century America	7
2020	1639183	Full Paper Panel	Women, Governance, and Changing Gender Norms in MENA and South Asia	10
2020	1639193	Author meet critics	"Authors Meet Critics: ""Steadfast Democrats"""	6
2020	1639199	Roundtable	The Consequences of Democratic Backsliding on Environment	8
2020	1639204	Full Paper Panel	Novelty, Spontaneity, and Creativity in Political Thought	6
2020	1639228	Full Paper Panel	Politics and Vision at 60: Sheldon Wolin and the Challenges of Democarcy	6
2020	1639233	Full Paper Panel	American Political Thought in the Shadow of the US War in Vietnam	6
2020	1639239	Full Paper Panel	Institutions, Governance, and Sustainable Development in Cities	5
2020	1639269	Full Paper Panel	Choose Your Weapon: Political Economy Approaches to Arming	6
2020	1639294	Full Paper Panel	Race and Political Boundaries in American Democracy	5
2020	1639303	Roundtable	Theoretical and Empirical Implications of China’s Rise in the World	11
2020	1639309	Full Paper Panel	Liberal Constitutionalism in Muslim-Majority Countries: Theory and Practice	6
2020	1639328	Full Paper Panel	Rethinking Africa, Eurasia & the West: Regions, States & Comparative Area Studies	8
2020	1639340	Full Paper Panel	The Subnational Politics of Election Violence	9
2020	1639369	Full Paper Panel	Nuclear Forces, Strategy, and Deterrence	7
2020	1639386	Full Paper Panel	Susceptibility to Fake News And Misinformation: Who and Why?	20
2020	1639404	Full Paper Panel	Historical Legacies of Violence	7
2020	1639447	Full Paper Panel	Democratic Attitudes, Populism, and Opposition to Immigration in Latin America	12
2020	1639454	Full Paper Panel	Politics of Intimacy: Race, Family and the Neoliberal State	7
2020	1639461	Author meet critics	Politics on Display: Yard Signs and the Politicization of Social Spaces	8
2020	1639569	Full Paper Panel	Forced Displacement, Discrimination, and Pandemic	10
2020	1639600	Roundtable	Seeing Election 2020 through Gender and Intersectional Lenses	6
2020	1639607	Roundtable	Dilemmas of Carceral Reform	6
2020	1639608	Full Paper Panel	Women and Institutions	7
2020	1639629	Full Paper Panel	Domination and Distributive Justice	4
2020	1639678	Full Paper Panel	Conflict, Cooperation and Statebuilding in Fragile Countries	6
2020	1639697	Author meet critics	Union by Law, Author meets critics, Michael W. McCann with George I. Lovell	8
2020	1639728	Full Paper Panel	Polarization, Political Institutions, and Policymaking in the U.S. States	9
2020	1639733	Roundtable	#MeToo Poli Sci: Leveraging APSA to Address Sexual Harassment	4
2020	1639750	Roundtable	Politics of Threat, the Legacy of Prop 187, and the Evolution of Latino Politics	7
2020	1639753	Roundtable	The Role of Civilians in Conflict	8
2020	1639818	Full Paper Panel	By Sword and Market: The Comparative Politics of Education Regimes	7
2020	1639829	Author meet critics	Hélène Landemore's Open Democracy: Reinventing Popular Rule for the 21st Century	8
2020	1639851	Full Paper Panel	Responses to Human Rights Abuses: Democracies, Marginalized Groups, and Justice	6
2020	1639907	Pre-conference Short Course Full Day	Generating Event Data from Social Media	2
2020	1639912	Full Paper Panel	Civilian Strategies for Surviving Violent Conflict	10
2020	1639929	Roundtable	Rodolfo O. de la Garza -- His Life and Legacy	5
2020	1639958	Roundtable	Ryan Patrick Hanley and the Political Philosophy of François Fénelon	6
2020	1639984	Full Paper Panel	Ideational Factors in Civil-Military Relations	11
2020	1640005	Workshop	Recruiting and Retaining Faculty of Color	7
2020	1640013	Full Paper Panel	Space, Territory, and Political Theory: Contemporary and Historical Perspectives	5
2020	1640047	Full Paper Panel	Victimization of Civilians in Civil Wars	10
2020	1640060	Full Paper Panel	A Dialogue on the Status of Junior Women of Color in the Discipline	18
2020	1640098	Full Paper Panel	Markets and States in Postcommunist Europe – A Comparative Analysis	8
2020	1640155	Full Paper Panel	Shop Til You Drop: Green Capitalism, Climate Managerialism, and Extinction	7
2020	1640173	Full Paper Panel	Electoral College Reform	7
2020	1640180	Full Paper Panel	National Identity and its Consequences in Comparative Perspective	7
2020	1640197	Author meet critics	Stay Woke: A People's Guide to Making All Black Lives Matter	6
2020	1640199	Full Paper Panel	Democracy and Unequal Power: Causes, Consequences, and Solutions	6
2020	1640245	Full Paper Panel	Protecting Migrants’ Workplace Rights through Mobilization and Alliances	6
2020	1640250	Full Paper Panel	New Research on Territory and Identity Conflict	6
2020	1640284	Full Paper Panel	Disaster Politics and Policies in the Americas: New Research	9
2020	1640334	Roundtable	The 19th Amendment at 100: Lessons for Democracy	8
2020	1640424	Full Paper Panel	Deepfakes in the 2020 Presidential Election: Detecting New Attempts at Deception	10
2020	1640437	Full Paper Panel	Identity and Attitudes in Times of Political Upheaval	11
2020	1640518	Full Paper Panel	Improving Trade Theory: Innovations in Measurement and Empirical Strategy	10
2020	1640530	Full Paper Panel	Extrajudicial Violence and the Rule of Law	13
2020	1640581	Full Paper Panel	Comparative Study of Regional Institutions for Democratic Defense	6
2020	1640626	Full Paper Panel	Legacies of History and the Modern State	8
2020	1640750	Full Paper Panel	Social Cohesion in Times of Political Polarization	7
2020	1640788	Full Paper Panel	The Politics of Ugly Feelings	7
2020	1640809	Full Paper Panel	Democracy, Difference, and Women-Identified Organizing	7
2020	1640846	Full Paper Panel	Illiberal Trends in Southeast Asia	7
2020	1640851	Full Paper Panel	What Winston Churchill Read: The Education of a Statesman	5
2020	1640921	Pre-conference Short Course Half Day	Measuring Multi-party Competition: An Overview of Technical Tools	2
2020	1640999	Roundtable	Social Movements, Federalism, and a New Era of Progressive Politics in the U.S.?	6
2020	1641020	Full Paper Panel	China's Responses to its Evolving Security Environment	7
2020	1641083	Full Paper Panel	Ideology and Partisanship: Convergences and Divergences	12
2020	1641110	Roundtable	Fieldwork in Political Science 1: Ethnography's Home in the Field	5
2020	1641121	Roundtable	Reflections on Editing Journals	6
2020	1641287	Full Paper Panel	Reimagining Political Responsibility	5
2020	1642256	Business Meeting	Presidents and Executive Politics Business Meeting	3
2020	1642259	Business Meeting	Presidents and Executive Politics Executive Board Meeting	3
2020	1642648	Created Panel	Populist Threats to Human Rights Institutions	5
2020	1642651	Created Panel	Economic Rights and Labor Rights	4
2020	1642652	Created Panel	External Influences on Human Rights Practices	9
2020	1643872	Created Panel	Issues in Representation and State Politics	7
2020	1644110	Created Panel	Creative More Effective Political Institutions	7
2020	1644123	Created Panel	Communication and the Media in State Politics	8
2020	1644984	Created Panel	Violence, Order, and Rule in the International System	6
2020	1645127	Created Panel	Grand Strategy and International Political Order	6
2020	1645270	Created Panel	Actors, Agency, + Responsibility in Global Governance	7
2020	1645445	Created Panel	Conflict, Governance, and International Political Order	7
2020	1645719	Poster Session	Poster Session: International History and Politics (IHAP)	4
2020	1646970	Pre-conference Short Course Half Day	Strategies for Faculty Hiring: Mitigating Implicit Bias	6
2020	1646979	Business Meeting	Political Psychology Business Meeting	2
2020	1646986	Business Meeting	MENA Politics Section Business Meeting	2
2020	1646989	Business Meeting	Democracy and Autocracy: Business Meeting	12
2020	1646990	Reception	Democracy and Autocracy: Reception	1
2020	1646991	Business Meeting	Science, Technology, Environmental Politics Section Business Meeting	19
2020	1646992	Business Meeting	Politics and History Business Meeting & Reception	2
2020	1646993	Business Meeting	International History and Politics Business Meeting	2
2020	1647159	Created Panel	Entering and Leaving Democracy	10
2020	1647189	Created Panel	Violence and African Democracies	6
2020	1647212	Created Panel	Health, Equity and Democracy	7
2020	1647217	Created Panel	Resilience and Retreat in Democratic Institutions: The Case of Sexual Minorities	6
2020	1647348	Created Panel	The Imperial Presidency, Court Packing and Checks & Balances in the Age of Trump	5
2020	1647351	Created Panel	Sources of Destabilization in Europe	8
2020	1647369	Created Panel	Trade Policy in Contested America	6
2020	1647370	Created Panel	Social Networks and Political Mobilization in the Trump Era	9
2020	1647402	Created Panel	TLC at APSA Technology and Innovative Pedagogy Track Panel 2: Bridging Technology and Critical Engagement	6
2020	1647407	Created Panel	Tyranny, Technology, and Character in Ancient Political Thought	6
2020	1647551	Created Panel	States as Protectors and Violators of Human Rights	8
2020	1647586	Created Panel	Mixing Experiments and Qualitative Methods	10
2020	1647588	Created Panel	Power in Tension: Norms, Extremes, and Democratic Representation	6
2020	1647658	Created Panel	Fieldwork in Political Science 2. Reflections on Ethnographic Methods.	9
2020	1647671	Created Panel	Process Tracing. New Directions in Qualitative Research	9
2020	1647680	Created Panel	Challenges in Qualitative Data Collection and Analysis	9
2020	1647682	Created Panel	Innovative Pedagogies for Inclusive Classrooms	13
2020	1647753	Created Panel	Assessing Innovative Pedagogies for Diverse Learners	9
2020	1649190	Created Panel	Confronting Exclusion and Inequality: Legacies of the Civil Rights Movement	5
2020	1649256	Created Panel	Alliance Politics in an Era of Change	6
2020	1649259	Created Panel	The Effectiveness (or Not) of Coercion	6
2020	1649263	Created Panel	Public Support for the Military and the Use of Force	6
2020	1649267	Created Panel	Elites, Psychology, and Foreign Policy	9
2020	1649269	Created Panel	The Intricacies of Intervention	4
2020	1649272	Created Panel	The Politics of Foreign Aid	9
2020	1649283	Created Panel	Internal Power Struggle: Domestic Constraints on Foreign Policy	8
2020	1649289	Created Panel	Credibility, Signaling, & Coercion	7
2020	1649387	Created Panel	Intra-Party Dynamics in the US	9
2020	1649389	Created Panel	Causes and Consequences of Party Positions	14
2020	1649393	Created Panel	Parties, Party Systems and Partisanship in Latin America	8
2020	1649409	Created Panel	Parties and Partisanship in the US	8
2020	1649486	Created Panel	Visuals and Technology in 20/20	9
2020	1649501	Created Panel	IPE in the European Context	7
2020	1649657	Created Panel	The Domestic and International Political Economy of Aid	8
2020	1649661	Created Panel	The Political Economy of the Global Financial System	7
2020	1649663	Created Panel	Experimental Approaches to IPE: Evidence from Survey and Field Experiments	9
2020	1649664	Created Panel	Who Moves? Diasporas, Forced & Voluntary Migration, and Electoral Consequences	7
2020	1649666	Created Panel	Firms, Lobbying, Tariffs, and Policy Outcomes	6
2020	1649714	Poster Session	Poster Session: Race, Ethnicity, and Politics	18
2020	1649884	Business Meeting	Labor Politics Business Meeting	4
2020	1649900	Business Meeting	Interpretive Methodologies and Methods Business Meeting	1
2020	1649903	Reception	Graduate Center Alumni Association	2
2020	1649914	Reception	Legislative Studies Section Business Meeting and Reception	7
2020	1649916	Business Meeting	Health Politics and Health Policy Business Meeting	7
2020	1649917	Business Meeting	Information Technology & Politics Business Meeting	17
2020	1649921	Reception	Religion and Politics Section Business Meeting and Reception	2
2020	1649922	Business Meeting	Public Policy Business Meeting	3
2020	1649971	Created Panel	Legislative Speech	6
2020	1649983	Created Panel	Explaining Lobbying Patterns and Lobbying Strategies	10
2020	1649986	Created Panel	Campaigning and Financing During US Elections	12
2020	1649987	Created Panel	Public Opinion, Interest Groups and Responsiveness	6
2020	1650051	Created Panel	Party Politics in European Parliaments	12
2020	1650069	Created Panel	Conversion as Personal and Political	7
2020	1650103	Created Panel	Liberal Order and the Tension of Existence	5
2020	1650113	Created Panel	Legislative Procedures and Networks in Latin America	7
2020	1650139	Created Panel	Indigineity, Nativity and Boundaries of Exclusion	7
2020	1650140	Created Panel	Minority Advocates Beyond Voting	13
2020	1650141	Created Panel	Carceral Perspectives on State Power	7
2020	1650142	Created Panel	Interrogating Racism	7
2020	1650143	Created Panel	Race and Ethnicity in the Legislature	7
2020	1650144	Created Panel	Democratic Backsliding and Contracting Minority Suffrage	7
2020	1650145	Created Panel	Race, Extra-Political Institutions and Public Opinion	10
2020	1650146	Created Panel	Politicizing the Immigrant Experience	8
2020	1650147	Created Panel	The Complexity of Latinx Identity	8
2020	1650148	Created Panel	Black Women and Leadership	11
2020	1650149	Created Panel	Governing AAPI People Through Immigration	6
2020	1650150	Created Panel	Intragroup Dynamics and Group Boundaries	7
2020	1650151	Created Panel	Prejudice and Intolerance: New Models and Measures	7
2020	1650152	Created Panel	Mobilization, Civic Engagement, and Resilience	6
2020	1650174	Created Panel	Online Incivility: Outrage and Hate	8
2020	1650177	Created Panel	Misinformation and Disinformation Online	9
2020	1650200	Created Panel	Social Media and Political Engagement	13
2020	1650202	Created Panel	Social Media and Political Participation: A Comparative Look	10
2020	1650205	Created Panel	Political Effects of Social Media	6
2020	1650207	Created Panel	Social Media and Political Protest	8
2020	1650208	Created Panel	New Directions and Emerging Technologies	10
2020	1650270	Created Panel	Legislative Representation and Responsiveness	13
2020	1650284	Created Panel	Russian Foreign Policy Narratives and Soft Power	9
2020	1650287	Created Panel	Bureaucrats and Business in Communist and Post-Communist Countries	7
2020	1650290	Created Panel	Durability, Fragility and Collapse: Soviet and post-Soviet Regimes Reconsidered	8
2020	1650291	Created Panel	Digital Surveillance, Disinformation and Online Politics in Eurasia	5
2020	1650295	Created Panel	Global Economic Integration - The Post-Socialist Experience	5
2020	1650296	Created Panel	Ethnic and Religious Mobilization and Conflict; Evidence from Ukraine and Russia	4
2020	1650309	Created Panel	Populism and Democratic Backsliding in Eastern Europe	8
2020	1650369	Created Panel	Comparative Party Strategies and Political Alliances	11
2020	1650397	Created Panel	Politics in Iberia: Challenges, Changes, and Choices	9
2020	1650426	Created Panel	Judicial Activism and Independence in Comparative Perspective	4
2020	1650447	Created Panel	Judicial Decision-Making and Constitution-Making in Global Perspective	12
2020	1650586	Created Panel	China and the World: Challenges and Opportunities	7
2020	1650650	Created Panel	New Approaches to Understanding Dimensionality and Ideology in Legislatures	7
2020	1650653	Created Panel	Accounting for Success and Effectiveness in Legislatures	9
2020	1650657	Created Panel	Coalition Building in the U.S. Congress	8
2020	1650665	Created Panel	Congress, Oversight and the Executive Branch	8
2020	1650668	Created Panel	Congressional Development and Lawmaking	6
2020	1650682	Created Panel	Activism, Protest and Regime Responses in post-Communist Eurasia	7
2020	1650692	Created Panel	Media Strategies and Online Censorship in China and Russia	11
2020	1650753	Created Panel	Imperial Power, Executives, Origins, and Functions	7
2020	1650762	Created Panel	The Tension in Foreign Policy: A White House Perspective	6
2020	1650835	Created Panel	Causes and Consequences of Emotions	7
2020	1650840	Created Panel	Why Do Voters Support Populists?	6
2020	1650843	Created Panel	Misperceptions & Measurement	11
2020	1650872	Business Meeting	Eric Voegelin Society Business Meeting and Reception	2
2020	1650881	Roundtable	Bush v. Gore 2.0? Foreign Interference, Incompetence, and Misinformation in 2020	7
2020	1650896	Pre-conference Short Course Half Day	Africa Research Development Group Part I	1
2020	1650897	Pre-conference Short Course Half Day	MENA Research Development Group Part I	1
2020	1650898	Pre-conference Short Course Half Day	Democracy and Autocracy Emerging Scholars Workshop	1
2020	1651274	Created Panel	Protecting Voting Rights in Redistricting and at the Ballot Box: Past and Future	9
2020	1651325	Created Panel	Politics in the Polis	6
2020	1651398	Created Panel	The Politics of Administration across the States	9
2020	1651452	Created Panel	Political Ideas and (Ir)rationality	10
2020	1651496	Created Panel	Why are Politicians so Rich?	8
2020	1651498	Created Panel	Economic Segregation, Arrests, and Predatory Lending	8
2020	1651499	Created Panel	How the Rich Control Government	11
2020	1651747	Created Panel	Political Theology: Il	5
2020	1651839	Poster Session	Poster Session: Presidents and Executive Politics	5
2020	1651875	Created Panel	Political Division and Reconciliation	6
2020	1651876	Created Panel	Capitalism and Economic Inequality	6
2020	1651877	Created Panel	Colonialism and Transnationalism	6
2020	1651878	Created Panel	The Question of Appointments	8
2020	1651880	Created Panel	Locke on Citizenship, Immigration, and Toleration	5
2020	1651881	Created Panel	Manipulation and Misinformation in the Ancient and Modern Worlds	6
2020	1651882	Created Panel	Aesthetics and Rhetoric	4
2020	1651884	Created Panel	Democracy in Crisis	4
2020	1651885	Created Panel	Religion and the Democratic State	5
2020	1651887	Created Panel	Political Parties and Participation	7
2020	1651906	Created Panel	Music and Poetry as Constitutive of the Political Community	6
2020	1651910	Created Panel	Paleolithic Paths into the Present	7
2020	1651975	Created Panel	Forecasting Conflict	13
2020	1651991	Created Panel	Elections and Violence	7
2020	1651997	Created Panel	Conflict and Peace Processes: Colombia	5
2020	1652003	Created Panel	Civil War Tactics	6
2020	1652004	Created Panel	Gender and Violence	9
2020	1652005	Created Panel	Peacekeeping Effectiveness	5
2020	1652006	Created Panel	Extremism and Violence	9
2020	1652007	Created Panel	Violence against Civilians: Cause and Effect	7
2020	1652129	Created Panel	The 2020 Election: Forecasts from Three Classic Models	6
2020	1652139	Created Panel	Civil War Dynamics	5
2020	1652140	Created Panel	The Environment and Conflict	8
2020	1652141	Created Panel	Social Media and Violence	9
2020	1652143	Created Panel	State Forces and Intrastate Violence	7
2020	1652149	Created Panel	Women and Insurgency	2
2020	1652150	Created Panel	Terrorism	8
2020	1652151	Created Panel	Experiments in Conflict Research	9
2020	1652152	Created Panel	Text Analysis, Archival Data, and Conflict Research	7
2020	1652153	Created Panel	Rebel Group Organization and Formation	4
2020	1652155	Created Panel	The Public and Conflict Dynamics	7
2020	1652156	Created Panel	Peace Negotiations and Post-Conflict Transitions	5
2020	1652157	Created Panel	Crisis Bargaining	5
2020	1652162	Created Panel	Coups	8
2020	1652163	Created Panel	Third-Party Intervention	8
2020	1652168	Created Panel	Networks and Diffusion in International Conflict	6
2020	1652169	Created Panel	The International System: Order and War	14
2020	1652170	Created Panel	Conflict Duration	6
2020	1652171	Created Panel	Rebel Group Fragmentation	3
2020	1652176	Created Panel	Non-Violent Resistance and Protests	7
2020	1652184	Created Panel	The Psychology of Violence	12
2020	1652185	Poster Session	Poster Session: Conflict Processes I	13
2020	1652193	Created Panel	Forecasting Political Outcomes with Different Methods	13
2020	1652418	Created Panel	Armed Conflict in Africa	4
2020	1652425	Created Panel	Parties, Presidents, Politics, and History	8
2020	1652427	Created Panel	Colonial Legacies in Africa	8
2020	1652441	Created Panel	International Collaboration and Foreign Investment	9
2020	1652443	Created Panel	Democracy, Accountability, and International Organizations	8
2020	1652499	Created Panel	Insider/Outsider Divides in Europe	9
2020	1652506	Created Panel	Text and speech analysis in European politics	12
2020	1652514	Created Panel	Democratization in Broader Europe	6
2020	1652520	Created Panel	European Union Politics	8
2020	1652529	Created Panel	Presidents and Legislatures: A Complicated Relationship	7
2020	1652531	Created Panel	The Bully Pulpit: Presidential Communication in an Uncertain Landscape	10
2020	1652532	Created Panel	Unilateral Power and Emergency Power	8
2020	1652637	Created Panel	Multiple Perspectives on Asian Pacific American Politics	7
2020	1652655	Created Panel	The Political Economy of Security: People, Firms, States and Institutions	8
2020	1652656	Created Panel	Women, Female Labor Force Participation, and Trade	5
2020	1652664	Created Panel	China in the World Economy: Trade, Aid, and Labor Rights	8
2020	1652665	Created Panel	The Politics and Economics of Bilateral Investment Treaties	4
2020	1652666	Created Panel	People, Boards, and Leaders: Individual Backgrounds and Motivations in IPE	6
2020	1652723	Created Panel	Parties, Representation and Societal Divides	5
2020	1652727	Created Panel	Protest Mobilization and Policy Performance in Europe	6
2020	1652737	Created Panel	Political Party Dynamics in Contemporary Europe	10
2020	1652744	Created Panel	EU Norms in Contemporary Society	4
2020	1652753	Poster Session	Poster Session: European Politics and Society	5
2020	1652820	Created Panel	Past, Present, and Future Challenges to Intelligence	5
2020	1652904	Poster Session	Poster Session: Political Thought and Philosophy: Historical Approaches	10
2020	1653230	Created Panel	The Impacts of Standards and Curriculum on Education Policy Outcomes	9
2020	1653350	Created Panel	Constituents and Representation	10
2020	1653353	Created Panel	Geography and Representation	6
2020	1653362	Created Panel	Gerrymandering and Redistricting	9
2020	1653368	Created Panel	Candidates within Parties	8
2020	1653374	Created Panel	Citizens and their Representatives	5
2020	1653375	Created Panel	Congruence and Democratic Responsiveness	9
2020	1653381	Created Panel	Electoral Systems as a Source of Bias	8
2020	1653382	Created Panel	Group Representation	3
2020	1653388	Created Panel	Women's Representation	7
2020	1653400	Created Panel	Foreign Policy in the Age of Trump	6
2020	1653451	Created Panel	Interest, Need, and the Politics of Foreign Aid	11
2020	1653454	Created Panel	The Politics of Institutional Choice	8
2020	1653459	Created Panel	International Collaboration Above and Below the State	5
2020	1653471	Created Panel	The Legal Face of International Collaboration	8
2020	1653479	Created Panel	The Global Governance of Trade	6
2020	1653494	Created Panel	New Frontiers in the Study of International Organizations	7
2020	1653513	Created Panel	Ideas and Political Actions	6
2020	1653571	Created Panel	Normative Political Epistemology	6
2020	1653603	Poster Session	Poster Session: Ideas, Knowledge and Politics	4
2020	1653652	Roundtable	Political Science, Intergovernmental Relations, and Public Administration Mini-Conference: Crossing Disciplinary Boundaries in Federalism Scholarship	6
2020	1653668	Created Panel	Political Science, Intergovernmental Relations, and Public Administration Mini-Conference: Politics and Public Administration in American Federalism	10
2020	1653678	Created Panel	Political Science, Intergovernmental Relations, and Public Administration Mini-Conference: Politics and Public Administration in Comparative Federalism	13
2020	1653765	Created Panel	Alternative Voting Schemes	8
2020	1653771	Poster Session	Poster Session: Representation and Electoral Systems	4
2020	1653803	Created Panel	Public Opinion and Health Politics: Policy Feedback and Misinformation	10
2020	1653830	Created Panel	State and Local Evidence for Policy Change and Vulnerable Populations	9
2020	1653852	Created Panel	Teaching Undergraduate Research Methods	7
2020	1653880	Poster Session	Poster Session: Political Organizations and Parties	11
2020	1653882	Business Meeting	Lesbian, Gay, Bisexual, and Transgender Caucus Business Meeting	2
2020	1653885	Created Panel	Dynastic, Bombastic, Fantastic: US 2020 Elections	13
2020	1653894	Created Panel	Money, Debt and Politics	6
2020	1653915	Created Panel	Democracy Displaying Illiberal Tendencies	6
2020	1653925	Created Panel	How Difficult Can It Be (to Run Fair Elections)?	3
2020	1653930	Created Panel	Enough of (Territorial) Inequality in Political Engagement	7
2020	1653932	Created Panel	Chinese Politics Mini-Conference: Cadre Loyalty and Mass Support	11
2020	1653939	Created Panel	Chinese Politics Mini-Conference: Information Politics: Collection, Communication, and Processing	14
2020	1653947	Created Panel	Chinese Politics Mini-Conference: Identity Politics	6
2020	1653955	Created Panel	Chinese Politics Mini-Conference: Land And Business	9
2020	1653962	Created Panel	Chinese Politics Mini-Conference: China And The World	11
2020	1653970	Created Panel	Irish Democracy: Past, Present, and Future	11
2020	1653982	Created Panel	Constitutionalism Beyond Institutions	7
2020	1653983	Created Panel	Challenges to the Liberal Tradition in America	6
2020	1653996	Created Panel	Get a Grip or Group	5
2020	1653997	Created Panel	The Strategies of Terrorist Organizations	6
2020	1653998	Created Panel	Technological Advancement and Employing New Tools in Foreign Policy	4
2020	1654001	Created Panel	Back 2 Gender	6
2020	1654004	Poster Session	Poster Session: Elections and Voting Behavior	11
2020	1654016	Poster Session	Poster Session: New Research in Foreign Policy	13
2020	1654018	Created Panel	Counter-Narratives of Community	5
2020	1654019	Created Panel	Congress and Policy-Making	6
2020	1654022	Poster Session	Poster Session: Human Rights	5
2020	1654039	Created Panel	The Welfare State: Tracing Changes Over Time	8
2020	1654048	Created Panel	Experimental Methods in Public Policy	7
2020	1654057	Created Panel	Policymaking and Responsiveness in States and Localities	12
2020	1654067	Created Panel	Canadian Public Opinion: Diversity and Destabilisation?	6
2020	1654073	Created Panel	Canadian Political Development and Public Policy	5
2020	1654077	Poster Session	Poster Session: Public Policy	3
2020	1654078	Poster Session	Poster Session: Canadian Politics	2
2020	1654102	Created Panel	International Cooperation Through Treaties	7
2020	1654103	Created Panel	New Research on International Diplomacy	7
2020	1654140	Created Panel	Public Service Delivery	11
2020	1654141	Created Panel	Diversity and Bureaucratic Behavior	11
2020	1654185	Poster Session	Poster Session: Political Methodology	9
2020	1654186	Created Panel	Difference-in-Differences Methods	6
2020	1654187	Created Panel	Advances in Analysis of Twitter Data	19
2020	1654197	Created Panel	Advances in Measurement	8
2020	1654199	Created Panel	Advances in Coding and Labeling	9
2020	1654271	Created Panel	Changes and Trends in Cross-Strait Relations between Taiwan and China	7
2020	1654273	Created Panel	Polarization and National Identity: The 2020 General Elections in Taiwan	9
2020	1654291	Created Panel	Social Media and its Political Impact in the Contemporary Taiwan	12
2020	1654300	Created Panel	New Perspectives on the Elections and Voting: The Case of Taiwan	5
2020	1654304	Business Meeting	American Political Science Review (APSR) Editorial Board Meeting and Reception	3
2020	1654308	Business Meeting	Journal of Political Science Education (JPSE) Editorial Board Meeting	2
2020	1654312	Created Panel	The First Amendment: Contemporary Controversies & Approaches	5
2020	1654314	Created Panel	Equality and Democracy: Structural & Political Challenges	6
2020	1654318	Created Panel	Perspectives on Constitutional Interpretation & Jurisprudence	5
2020	1654329	Created Panel	Public Policy and Legislative Studies in Taiwan	7
2020	1654336	Created Panel	Politics of Immigration and Progressive Issues in Taiwan	9
2020	1654339	Created Panel	Supporting Student Success and Retention in the Classroom, and Beyond	8
2020	1654342	Created Panel	Emerging Issues and Puzzles in Taiwanese Politics	6
2020	1654353	Full Paper Panel	Indigenous Studies & Political Science Mini-Conference: The Institutional Determinants of Indigenous Political Representation in the Americas	11
2020	1654362	Full Paper Panel	Indigenous Studies & Political Science Mini-Conference:The Lingering Political Effect of Marginalization on Native American Communities	9
2020	1654367	Poster Session	Poster Session: State Politics and Policy: Institutions and Representation in State Politics	6
2020	1654369	Full Paper Panel	Indigenous Studies & Political Science Mini-Conference:  Contentions of Representation, Sovereignty, and Citizenship Across Contexts Name	7
2020	1654376	Created Panel	Elections in State Politics	8
2020	1654378	Roundtable	Indigenous Studies & Political Science Mini-Conference: The Struggle for Political Representation: Practitioners and Academics	8
2020	1654379	Roundtable	Indigenous Studies & Political Science Mini-Conference: Approaches to the Study of Indigenous Politics: Theoretical and Methodological Considerations	7
2020	1654516	Created Panel	International Institutions and the Public	10
2020	1654633	Poster Session	Poster Session: Public Opinion	9
2020	1654656	Created Panel	Unpacking Immigration and Anti-Immigrant Attitudes	7
2020	1654661	Created Panel	Is Party Identification the Only Thing that Matters? Yes and No.	7
2020	1654713	Business Meeting	Asian Pacific American Caucus Business Meeting	7
2020	1654714	Created Panel	Tech Governance: Negotiating Innovation Between the Firm and the State	8
2020	1654718	Business Meeting	LGBT Status Committee Meeting	1
2020	1654725	Created Panel	Climate Change: Affect, Legitimacy and Justice	4
2020	1654773	Created Panel	Immigrants, Refugees, and the Challenges to Democracy	6
2020	1654778	Created Panel	Globalization, Cosmopolitanism, and Borders	4
2020	1654779	Created Panel	Feminism, Solidarity, and Structural Injustice	6
2020	1654783	Created Panel	Communicating Politics on Twitter	10
2020	1654795	Poster Session	Poster Session: Information Technology and Politics	14
2020	1654845	Created Panel	Attitudes in Conflict Settings	5
2020	1654848	Created Panel	That's What They Want You To Think: Conspiracies and Political Attitudes	10
2020	1654852	Created Panel	Elites Behaving Badly	8
2020	1654855	Created Panel	Conversations with the Enemy	6
2020	1654856	Created Panel	Perceptions of Gender Roles & Political Behavior	7
2020	1654857	Created Panel	American Identity, Insecurity, and Its Consequences	4
2020	1654859	Created Panel	Politics of Emotions and Protest under Authoritarianism	8
2020	1654869	Created Panel	Political Polarization and the American Public: Fact or Fiction?	12
2020	1654874	Business Meeting	Sexuality and Politics Division Business Meeting	3
2020	1654877	Created Panel	Reconsidering the New Deal Legacy and Public Support for Welfare	6
2020	1654880	Poster Session	Poster Session: Political Psychology: Applications in Political Psychology	8
2020	1654884	Created Panel	Origins of Political Ideas	6
2020	1654889	Poster Session	Poster Session: Qualitative and Multi-Method Research	8
2020	1654905	Created Panel	Gendered Attitudes and Women’s Interests	9
2020	1654914	Created Panel	Attitudes Toward Social Groups	10
2020	1654924	Created Panel	Foundations of a Constitutional Order	7
2020	1654928	Created Panel	Exit, Voice, and Dissatisfaction with Democracy in Europe	7
2020	1654930	Roundtable	Human Dignity, Liberal Education, and Political Society	6
2020	1654931	Created Panel	Did My Methods Eat Your Findings? Clashes in Public Opinion Research	9
2020	1654961	Created Panel	Public Support for War, Refugees, and International Cooperation	7
2020	1654963	Created Panel	Attitudes About Climate Upheaval and the Development-Conservation Tradeoff	10
2020	1654969	Created Panel	Candidate Evaluations and the Constraints of Race, Place, and History	9
