year	pid	full_name	first_name	affiliation
2018	9002331	Danielle Elise Resnick	Danielle	International Food Policy Research Institute
2020	11236108	Danielle Elise Resnick	Danielle	International Food Policy Research Institute
2020	12275495	Danielle Emerling	Danielle	West Virginia University
2019	10117389	Danielle F. Jung	Danielle	Emory University
2021	13079416	Danielle F. Jung	Danielle	Emory University
2018	9308980	Daniëlle Flonk	Daniëlle	Hertie School of Governance
2019	10012150	Danielle Gilbert	Danielle	George Washington University
2020	11188443	Danielle Gilbert	Danielle	U.S. Air Force Academy
2021	13107882	Danielle Gilbert	Danielle	U.S. Air Force Academy
2018	9051196	Danielle Hanley	Danielle	University of Pennsylvania
2019	10113985	Danielle Hanley	Danielle	Rutgers University, New Brunswick
2020	11309748	Danielle Hanley	Danielle	Clark University
2021	13098124	Danielle Hanley	Danielle	Clark University
2020	11284215	Danielle Hiraldo	Danielle	University of Arizona/Native Nations Institute
2021	13102167	Danielle Hiraldo	Danielle	University of Arizona/Native Nations Institute
2017	7889799	Danielle Joesten Martin	Danielle	California State University, Sacramento
2020	11285219	Danielle Joesten Martin	Danielle	California State University, Sacramento
2016	7102120	Danielle Lemi	Danielle	Michigan State University
2018	8954819	Danielle Lemi	Danielle	Southern  Methodist University
2019	10113147	Danielle Lemi	Danielle	Michigan State University
2018	8954378	Danielle Lupton	Danielle	Colgate University
2019	10111448	Danielle Lupton	Danielle	Colgate University
2020	11309874	Danielle Lupton	Danielle	Colgate University
2019	10036484	Danielle M. Higgins	Danielle	American University
2016	6934627	Danielle N. Pritchett	Danielle	Rutgers University
2016	6865067	Danielle Nicole Lussier	Danielle	Grinnell College
2017	7961178	Danielle Nicole Lussier	Danielle	Grinnell College
2018	9031912	Danielle Nicole Lussier	Danielle	Grinnell College
2019	10087560	Danielle Nicole Lussier	Danielle	Grinnell College
2020	11309627	Danielle Nicole Lussier	Danielle	Grinnell College
2018	8999130	Danielle P. Clealand	Danielle	Florida International University
2019	10060160	Danielle P. Clealand	Danielle	Florida International University
2020	11233546	Danielle P. Clealand	Danielle	University of Texas at Austin
2021	13103137	Danielle P. Clealand	Danielle	University of Texas at Austin
2015	5695052	Danielle Petherbridge	Danielle	--
2021	13394363	Danielle Pullan	Danielle	University of Cologne / Max Plank Institute for the Study of Societies
2017	7936484	Danielle Thomsen	Danielle	Syracuse University
2018	9052119	Danielle Thomsen	Danielle	University of California, Irvine
2020	11286872	Danielle Thomsen	Danielle	University of California, Irvine
2021	13079951	Danielle Thomsen	Danielle	University of California, Irvine
2019	10060216	Danielle Villa	Danielle	Emory University
2020	11233622	Danielle Villa	Danielle	Emory University
2018	9312535	Danielle Wood	Danielle	MIT
2018	8985430	Danilo Antonio Contreras	Danilo	College of the Holy Cross
2020	11223349	Danilo Antonio Contreras	Danilo	Wellesley College
2018	8985815	Danilo Buscatto Medeiros	Danilo	University of Virginia
2021	13076133	Danilo Buscatto Medeiros	Danilo	Brazilian Center for Analysis and Planning
2019	10019434	Danilo Freire	Danilo	Brown University
2021	13730047	Danissa Paz Contreras Guzmán	Danissa	University of Texas, Austin
2021	13380353	Danit Sobol-Sarag	Danit	Interdisciplinary Center Herzliya
2015	5637924	Dannagal G. Young	Dannagal	University of Delaware
2016	6862137	Dannagal G. Young	Dannagal	University of Delaware
2018	8969942	Dannagal G. Young	Dannagal	University of Delaware
2019	10036450	Dannagal G. Young	Dannagal	University of Delaware
2020	11304159	Dannagal G. Young	Dannagal	University of Delaware
2021	13026764	Dannica Fleuss	Dannica	Helmut-Schmidt-University Hamburg
2019	10117651	Danny Choi	Danny	University of Pittsburgh
2020	11309004	Danny Choi	Danny	University of Pittsburgh
2021	13097486	Danny Choi	Danny	University of Pittsburgh
2016	6862669	Danny Hayes	Danny	George Washington University
2017	7899726	Danny Hayes	Danny	George Washington University
2018	9050078	Danny Hayes	Danny	George Washington University
2019	10112862	Danny Hayes	Danny	George Washington University
2021	13001021	Danny R. Daneri	Danny	Princeton University
2018	8999793	Dante J. Scala	Dante	University of New Hampshire
2015	6236858	Danvy Le	Danvy	California State University, East Bay
2018	8999785	Danvy Le	Danvy	California State University, East Bay
2019	10060701	Danvy Le	Danvy	California State University, East Bay
2020	11234070	Danvy Le	Danvy	California State University, East Bay
2020	11280651	Dapeng Wang	Dapeng	Peking University
2018	9000101	Daphne Halikiopoulou	Daphne	University of Reading
2020	11282891	Daphne Halikiopoulou	Daphne	University of Reading
2018	9614359	Daphne Kenyon	Daphne	Lincoln Institute of Land Policy
2020	12283033	Dara E Evans	Dara	
2017	7886877	Dara Kay Cohen	Dara	Harvard University
2019	10098964	Dara Kay Cohen	Dara	Harvard University
2020	11301690	Dara Kay Cohen	Dara	Harvard University
2015	5648933	Dara Z. Strolovitch	Dara	Princeton University
2016	6860173	Dara Z. Strolovitch	Dara	Princeton University
2017	7931972	Dara Z. Strolovitch	Dara	Princeton University
2018	9050358	Dara Z. Strolovitch	Dara	Princeton University
2019	10107690	Dara Z. Strolovitch	Dara	Princeton University
2020	11262722	Dara Z. Strolovitch	Dara	Princeton University
2021	13058918	Dara Z. Strolovitch	Dara	Princeton University
2017	7927439	Daragh J. Grant	Daragh	Harvard University
2018	8952656	Darel E. Paul	Darel	Williams College
2018	8995246	Darin Christensen	Darin	UCLA
2019	10057185	Darin Christensen	Darin	UCLA
2020	11306341	Darin Christensen	Darin	UCLA
2018	8995240	Darin DeWitt	Darin	California State University, Long Beach
2021	13033057	Darin DeWitt	Darin	California State University, Long Beach
2018	8943815	Darin Self	Darin	Cornell University
2020	11287293	Darin Self	Darin	Cornell University
2019	10057109	Dario Quattromani	Dario	
2019	10117047	Darius Ornston	Darius	University of Toronto
2019	10110796	Daron R. Shaw	Daron	University of Texas, Austin
2021	13097554	Daron R. Shaw	Daron	University of Texas, Austin
2015	5603502	Darrell A. Hamlin	Darrell	Fort Hays State University
2016	7435612	Darrell Lovell	Darrell	Lone Star College University Park
2015	5642816	Darren Davis	Darren	University of Notre Dame
2019	10012234	Darren Davis	Darren	University of Notre Dame
2018	8970049	Darren G. Hawkins	Darren	Brigham Young University
2019	10112939	Darren G. Hawkins	Darren	Brigham Young University
2021	13002644	Darren Lilleker	Darren	Bournemouth University
2018	8975838	Darren Lim	Darren	Princeton University
2020	12149645	Darren Nah	Darren	Yale University
2017	7944995	Darren Patrick Guerra	Darren	Biola University
2018	8988391	Darren Patrick Guerra	Darren	Biola University
2019	10119130	Darren Patrick Guerra	Darren	Biola University
2017	7897225	Darren R. Halpin	Darren	Australian National University
2019	10051642	Darren R. Halpin	Darren	Australian National University
2020	11309801	Darren R. Halpin	Darren	Australian National University
2019	10051640	Darren Schreiber	Darren	University of Exeter
2016	6861309	Darren Walhof	Darren	Grand Valley State University
2018	9025490	Darren Walhof	Darren	Grand Valley State University
2020	12275043	Darrian Stacy	Darrian	
2021	13395461	Darrick Hamilton	Darrick	The New School
2017	7909912	Darry Powell-Young	Darry	Wayne State University
2021	13094599	Darryl Clark Thomas	Darryl	Pennsylvania State University
2019	10051631	Daryl G. Press	Daryl	Dartmouth College
2015	5654513	Dave Bridge	Dave	Baylor University
2017	7861483	Dave Colnic	Dave	California State University, Stanislaus
2018	8987737	Dave Minchin	Dave	Yale University
2021	13102441	Dave Siegel	Dave	St. Joseph's College
2017	7929393	Dave Sinardet	Dave	Free University of Brussels
2021	13376303	Dave Wineroither	Dave	
2019	10063799	Davi Moreira	Davi	Federal University of Pernambuco
2020	11309746	Davi Moreira	Davi	Getulio Vargas Foundation
2020	11311761	Davia C. Downey	Davia	University of Memphis
2021	13103912	Davia C. Downey	Davia	University of Memphis
2018	9016767	David A. Armstrong	David	University of Western Ontario
2021	13088685	David A. Armstrong	David	University of Western Ontario
2015	5643556	David A. Baldwin	David	Princeton University
2021	13073689	David A. Cooper	David	Naval War College
2018	8985494	David A. Crockett	David	Trinity University
2020	11188830	David A. Crockett	David	Trinity University
2015	5662344	David A. Deese	David	Boston College
2018	8974475	David A. Deese	David	Boston College
2019	10112957	David A. Deese	David	Boston College
2020	11308722	David A. Deese	David	Boston College
2021	13097260	David A. Deese	David	Boston College
2016	6862698	David A. Hopkins	David	Boston College
2017	7898984	David A. Hopkins	David	Boston College
2018	8987875	David A. Hopkins	David	Boston College
2019	10117431	David A. Hopkins	David	Boston College
2020	11305139	David A. Hopkins	David	Boston College
2018	9001726	David A. Howell	David	University of Michigan
2019	10118189	David A. Howell	David	University of Michigan
2015	5654752	David A. Hughes	David	University of Georgia
2016	6868963	David A. Hughes	David	Auburn University Montgomery
2018	8987863	David A. Hughes	David	Auburn University Montgomery
2019	10051209	David A. Hughes	David	Auburn University Montgomery
2015	5649129	David A. Karpf	David	George Washington University
2016	6862866	David A. Karpf	David	George Washington University
2017	7927075	David A. Karpf	David	George Washington University
2018	8988262	David A. Karpf	David	George Washington University
2019	10109930	David A. Karpf	David	George Washington University
2020	11301701	David A. Karpf	David	George Washington University
2015	5518980	David A. Lake	David	
2016	6858401	David A. Lake	David	University of California, San Diego
2017	7908308	David A. Lake	David	University of California, San Diego
2018	8955339	David A. Lake	David	University of California, San Diego
2019	10108193	David A. Lake	David	University of California, San Diego
2020	11278303	David A. Lake	David	University of California, San Diego
2021	13072379	David A. Lake	David	University of California, San Diego
2016	6860250	David A. M. Peterson	David	Iowa State University
2017	7890694	David A. M. Peterson	David	Iowa State University
2020	11278417	David A. M. Peterson	David	Iowa State University
2016	6929497	David A. Raney	David	Hillsdale College
2021	13028931	David A. Rezvani	David	
2020	11279449	David A. Schultz	David	Hamline University
2019	10103778	David A. Shirk	David	University of San Diego
2020	11240130	David A. Shirk	David	University of San Diego
2021	13320702	David A. Shirk	David	University of San Diego
2015	5661542	David A. Siegel	David	Duke University
2017	7960528	David A. Siegel	David	Duke University
2018	8987537	David A. Siegel	David	Duke University
2019	10119087	David A. Siegel	David	Duke University
2020	11287654	David A. Siegel	David	Duke University
2021	13080601	David A. Siegel	David	Duke University
2018	8988341	David A. Singer	David	Massachusetts Institute of Technology
2019	10116531	David A. Singer	David	Massachusetts Institute of Technology
2016	6865157	David A. Steinberg	David	Johns Hopkins University
2018	8988297	David A. Steinberg	David	Johns Hopkins University
2019	10118311	David A. Steinberg	David	Johns Hopkins University
2020	11287014	David A. Steinberg	David	Johns Hopkins University
2021	13108129	David A. Steinberg	David	Johns Hopkins University
2018	8959349	David Alan Muchlinski	David	Georgia Institute of Technology
2018	9001936	David Alexander Bateman	David	Cornell University
2020	11287222	David Alexander Bateman	David	Cornell University
2021	13108812	David Alexander Bateman	David	Cornell University
2019	10117545	David Alexander Romney	David	Harvard University
2020	11309642	David Alexander Romney	David	Harvard University
2021	13098051	David Alexander Romney	David	Harvard University
2017	7919052	David Altman	David	Pontificia Universidad Catolica de Chile
2018	8997558	David Altman	David	Pontificia Universidad Catolica de Chile
2018	8991614	David Alvis	David	Wofford College
2019	10054336	David Alvis	David	Wofford College
2019	10110150	David An	David	Catholic University of America
2019	10059308	David Andersen	David	Department of Political Science, Aarhus University
2015	5637500	David Andrew Singer	David	Massachusetts Institute of Technology
2017	7909856	David Andrew Singer	David	Massachusetts Institute of Technology
2018	8962812	David Arceneaux	David	Syracuse University
2019	10114333	David Arceneaux	David	Harvard University
2015	5645957	David Art	David	Tufts University
2016	6909696	David Art	David	Tufts University
2018	8988211	David Art	David	Tufts University
2019	10118699	David Art	David	Tufts University
2018	8987965	David Azerrad	David	The Heritage Foundation
2019	10093023	David Azerrad	David	The Heritage Foundation
2020	11306356	David Azerrad	David	Hillsdale College
2021	13109125	David Azerrad	David	Hillsdale College
2018	8986502	David B. Carter	David	Washington University in Saint Louis
2020	11279808	David B. Carter	David	Washington University in St. Louis
2021	13073727	David B. Carter	David	Washington University in St. Louis
2019	10083443	David B. Cohen	David	The University of Akron
2021	13090832	David B. Cohen	David	The University of Akron
2017	7868918	David B. Frisk	David	Alexander Hamilton Institute
2020	11279716	David B. Frisk	David	Alexander Hamilton Institute
2021	13108480	David B. Frisk	David	Alexander Hamilton Institute
2018	8986260	David B. Holian	David	University of North Carolina at Greensboro
2016	6859094	David B. Magleby	David	Brigham Young University
2017	7866541	David B. Magleby	David	Brigham Young University
2018	8987414	David B. Magleby	David	Brigham Young University
2019	10050870	David B. Magleby	David	Brigham Young University
2016	6858279	David B. Robertson	David	University of Missouri, St. Louis
2019	10107855	David B. Robertson	David	University of Missouri, St. Louis
2015	5644667	David Backer	David	University of Maryland, College Park
2017	7934994	David Backer	David	University of Maryland, College Park
2018	8986157	David Backer	David	University of Maryland, College Park
2021	13027945	David Backer	David	University of Maryland, College Park
2015	5657858	David Blagden	David	University of Exeter
2017	8661102	David Bleckley	David	ICPSR - University of Michigan
2018	8985888	David Bowden	David	University of Pennsylvania
2019	10107578	David Bowden	David	University of Pennsylvania
2021	13366549	David Bracken	David	UC Davis
2018	9688789	David Brady	David	
2021	13080748	David Brady	David	
2015	5654608	David Broockman	David	Stanford GSB
2018	8987990	David Broockman	David	Stanford
2019	10051357	David Broockman	David	Stanford
2019	10110528	David Brooks Ebner	David	University of Southern California
2016	6860473	David C. Barker	David	California State University, Sacramento
2018	8986376	David C. Barker	David	American University
2019	10115023	David C. Barker	David	American University
2020	11284113	David C. Barker	David	American University
2021	13077541	David C. Barker	David	American University
2017	7881371	David C. Hendrickson	David	Colorado College
2020	11237697	David C. Kang	David	University of Southern California
2017	7938939	David C. Kimball	David	University of Missouri, St. Louis
2019	10044717	David C. Kimball	David	University of Missouri, St. Louis
2021	13104531	David C. Kimball	David	University of Missouri, St. Louis
2015	5661231	David C. Wilson	David	University of Delaware
2016	6864603	David C. Wilson	David	University of Delaware
2019	10047899	David C. Wilson	David	University of Delaware
2021	13029117	David Carroll	David	Carter Center - Emory University
2017	7941331	David Ciuk	David	Franklin & Marshall College
2018	8985383	David Ciuk	David	Franklin & Marshall College
2019	10117762	David Ciuk	David	Franklin & Marshall College
2021	13093679	David Ciuk	David	Franklin & Marshall College
2017	7959342	David Clinton	David	Baylor University
2018	8987395	David Clinton	David	Baylor University
2019	10050856	David Clinton	David	Baylor University
2020	11305234	David Clinton	David	Baylor University
2021	13108526	David Clinton	David	Baylor University
2015	5648645	David Collier	David	UC Berkeley
2018	8985923	David Cortez	David	University of Notre Dame
2019	10112068	David Cortez	David	University of Notre Dame
2020	11281660	David Cortez	David	University of Notre Dame
2018	8962968	David Cottrell	David	Dartmouth College
2020	11280141	David Cottrell	David	University of Georgia
2021	13074028	David Cottrell	David	University of Georgia
2021	13111525	David Curtis Bates	David	University of Wisconsin-Madison
2018	8951074	David Cutts	David	University of Birmingham
2019	10112195	David Cutts	David	University of Birmingham
2015	5497825	David CW Parker	David	Montana State University, Bozeman
2017	7889034	David CW Parker	David	Montana State University, Bozeman
2019	10022253	David CW Parker	David	Montana State University, Bozeman
2019	10050851	David D. Corey	David	Baylor University
2015	5661070	David D. Laitin	David	Stanford University
2016	6858439	David D. Laitin	David	Stanford University
2017	7909052	David D. Laitin	David	Stanford University
